LeadROName,ProjectCategory,year,AwardPounds,ProviderType
KEE PROCESS LIMITED,RESEARCH,2016,287768,COMPANY
KEELE UNIVERSITY,EDUCATION,2015,413944,UNIVERSITY
KEELE UNIVERSITY,EDUCATION,2017,171094,UNIVERSITY
KEELE UNIVERSITY,EDUCATION,2018,138138,UNIVERSITY
KEELE UNIVERSITY,RESEARCH,2013,610579,UNIVERSITY
KEELE UNIVERSITY,RESEARCH,2015,1597277,UNIVERSITY
KEELE UNIVERSITY,RESEARCH,2016,936584,UNIVERSITY
KEELE UNIVERSITY,RESEARCH,2017,2819957,UNIVERSITY
KEELE UNIVERSITY,RESEARCH,2018,4430668,UNIVERSITY
KEELE UNIVERSITY,RESEARCH,2014,141734,UNIVERSITY
KEELE UNIVERSITY,RESEARCH,2015,216765,UNIVERSITY
KEELE UNIVERSITY,RESEARCH,2018,315203,UNIVERSITY
KELVIN NANOTECHNOLOGY LIMITED,RESEARCH,2017,262482,COMPANY
KERONITE INTERNATIONAL LIMITED,RESEARCH,2018,281477,COMPANY
KETTLE FOODS LTD.,RESEARCH,2016,480938,COMPANY
KEYNETIX LIMITED,RESEARCH,2017,205553,COMPANY
KIGTEK SOLUTIONS LIMITED,RESEARCH,2018,528922,COMPANY
KIM SOFTWARE SOLUTIONS LIMITED,RESEARCH,2018,147516,COMPANY
KING'S COLLEGE LONDON,EDUCATION,2011,1913771,COLLEGE
KING'S COLLEGE LONDON,EDUCATION,2013,1046025,COLLEGE
KING'S COLLEGE LONDON,EDUCATION,2014,1848368,COLLEGE
KING'S COLLEGE LONDON,EDUCATION,2015,4622889,COLLEGE
KING'S COLLEGE LONDON,EDUCATION,2016,3766411,COLLEGE
KING'S COLLEGE LONDON,EDUCATION,2017,5646310,COLLEGE
KING'S COLLEGE LONDON,EDUCATION,2018,5649269,COLLEGE
KING'S COLLEGE LONDON,OTHER GRANT,2013,3650179,COLLEGE
KING'S COLLEGE LONDON,OTHER GRANT,2014,4994511,COLLEGE
KING'S COLLEGE LONDON,OTHER GRANT,2016,679807,COLLEGE
KING'S COLLEGE LONDON,OTHER GRANT,2017,6165151,COLLEGE
KING'S COLLEGE LONDON,OTHER GRANT,2018,56484,COLLEGE
KING'S COLLEGE LONDON,RESEARCH,2011,2578995,COLLEGE
KING'S COLLEGE LONDON,RESEARCH,2012,7287953,COLLEGE
KING'S COLLEGE LONDON,RESEARCH,2013,4043864,COLLEGE
KING'S COLLEGE LONDON,RESEARCH,2014,12911328,COLLEGE
KING'S COLLEGE LONDON,RESEARCH,2015,33698818,COLLEGE
KING'S COLLEGE LONDON,RESEARCH,2016,31250764,COLLEGE
KING'S COLLEGE LONDON,RESEARCH,2017,49482910,COLLEGE
KING'S COLLEGE LONDON,RESEARCH,2018,43734104,COLLEGE
KING'S COLLEGE LONDON,RESEARCH,2011,7125093,COLLEGE
KING'S COLLEGE LONDON,RESEARCH,2013,137296,COLLEGE
KING'S COLLEGE LONDON,RESEARCH,2014,9902726,COLLEGE
KING'S COLLEGE LONDON,RESEARCH,2015,2592649,COLLEGE
KING'S COLLEGE LONDON,RESEARCH,2016,2596364,COLLEGE
KING'S COLLEGE LONDON,RESEARCH,2017,7619889,COLLEGE
KING'S COLLEGE LONDON,RESEARCH,2018,6584318,COLLEGE
KINGSTON UNIVERSITY,RESEARCH,2018,47740,UNIVERSITY
KINGSTON UNIVERSITY,EDUCATION,2016,199813,UNIVERSITY
KINGSTON UNIVERSITY,RESEARCH,2017,279703,UNIVERSITY
KINGSTON UNIVERSITY,RESEARCH,2018,183120,UNIVERSITY
KINGSTON UNIVERSITY,RESEARCH,2011,385242,UNIVERSITY
KINGSTON UNIVERSITY HIGHER EDUCATION CORPORATION,BUSINESS,2016,361356,UNIVERSITY
KINSENSUS LIMITED,RESEARCH,2018,101500,COMPANY
KIROKU LIMITED,RESEARCH,2018,70000,COMPANY
KNOWLEDGE CAPITAL LTD,RESEARCH,2018,69776,COMPANY
KNOWLEDGE NOW LIMITED,RESEARCH,2018,83407,COMPANY
KNOWLEDGE TRANSFER NETWORK,RESEARCH,2015,521000,COMPANY
KNOWLEDGE TRANSFER NETWORK,RESEARCH,2018,2032061,COMPANY
KNOWLEDGE TRANSFER NETWORK,BUSINESS,2015,52274701,COMPANY
KNOWLEDGE TRANSFER NETWORK,BUSINESS,2017,857010,COMPANY
KNOWLEDGE TRANSFER NETWORK,BUSINESS,2018,254590,COMPANY
KNOWLEDGE TRANSFER NETWORK LIMITED,RESEARCH,2018,1115000,COMPANY
KOKOON TECHNOLOGY LTD,RESEARCH,2018,338855,COMPANY
KOOLMILL SYSTEMS LTD,RESEARCH,2017,289709,COMPANY
KOPERNIO LIMITED,RESEARCH,2018,116876,COMPANY
KORTICAL LTD,RESEARCH,2018,742508,COMPANY
KPAD LTD,RESEARCH,2017,223541,COMPANY
KRATOS ANALYTICAL LIMITED,RESEARCH,2017,68829,COMPANY
KROMEK LIMITED,RESEARCH,2017,863170,COMPANY
KROMEK LIMITED,RESEARCH,2018,957269,COMPANY
KROMEK LIMITED,RESEARCH,2018,320768,COMPANY
KUEHNE + NAGEL LIMITED,RESEARCH,2017,2138313,COMPANY
KUKA ROBOTICS UK LTD,RESEARCH,2018,504207,COMPANY
KULIMA INTEGRATED DEVELOPMENT SOLUTIONS,RESEARCH,2015,554141,COMPANY
KW SPECIAL PROJECTS LIMITED,RESEARCH,2017,520649,COMPANY
KW SPECIAL PROJECTS LIMITED,RESEARCH,2018,678204,COMPANY
KW SPECIAL PROJECTS LIMITED,RESEARCH,2018,304320,COMPANY
KWS UK LIMITED,RESEARCH,2014,162336,COMPANY
KWS UK LIMITED,RESEARCH,2015,853849,COMPANY
KWS UK LIMITED,RESEARCH,2016,326104,COMPANY
KWS UK LIMITED,RESEARCH,2018,732917,COMPANY
KYMIRA LIMITED,RESEARCH,2018,373259,COMPANY
KYMIRA LIMITED,RESEARCH,2018,132332,COMPANY
L & B CARE SERVICES LTD,RESEARCH,2018,65914,COMPANY
L.P.W. TECHNOLOGY LIMITED,RESEARCH,2017,680905,COMPANY
LABGENIUS LIMITED,RESEARCH,2017,654711,COMPANY
LABXERO LIMITED,RESEARCH,2017,625534,COMPANY
LABXERO LIMITED,RESEARCH,2018,1437972,COMPANY
LANCASTER UNIVERSITY,EDUCATION,2016,2498789,UNIVERSITY
LANCASTER UNIVERSITY,EDUCATION,2017,1846013,UNIVERSITY
LANCASTER UNIVERSITY,EDUCATION,2018,1638654,UNIVERSITY
LANCASTER UNIVERSITY,BUSINESS,2015,166902,UNIVERSITY
LANCASTER UNIVERSITY,BUSINESS,2016,100229,UNIVERSITY
LANCASTER UNIVERSITY,BUSINESS,2018,100022,UNIVERSITY
LANCASTER UNIVERSITY,RESEARCH,2013,5793761,UNIVERSITY
LANCASTER UNIVERSITY,RESEARCH,2014,898013,UNIVERSITY
LANCASTER UNIVERSITY,RESEARCH,2015,19649444,UNIVERSITY
LANCASTER UNIVERSITY,RESEARCH,2016,16178862,UNIVERSITY
LANCASTER UNIVERSITY,RESEARCH,2017,26796682,UNIVERSITY
LANCASTER UNIVERSITY,RESEARCH,2018,14552738,UNIVERSITY
LANCASTER UNIVERSITY,RESEARCH,2013,68648,UNIVERSITY
LANCASTER UNIVERSITY,RESEARCH,2014,10716684,UNIVERSITY
LANCASTER UNIVERSITY,RESEARCH,2015,1869846,UNIVERSITY
LANCASTER UNIVERSITY,RESEARCH,2016,1998492,UNIVERSITY
LANCASTER UNIVERSITY,RESEARCH,2017,1955003,UNIVERSITY
LANCASTER UNIVERSITY,RESEARCH,2018,3907796,UNIVERSITY
LANDFILL SYSTEMS MAINTENANCE LIMITED,RESEARCH,2018,65928,COMPANY
LARKFLEET LIMITED,RESEARCH,2017,367310,COMPANY
LARKFLEET LIMITED,RESEARCH,2017,203250,COMPANY
LAUNCHPAD RECRUITS LTD,RESEARCH,2017,236991,COMPANY
LAURIE ANDREW MARK FREEMAN,RESEARCH,2018,8414,COMPANY
LAWRENCE DAVID LIMITED,RESEARCH,2017,346925,COMPANY
LCMB BUILDING PERFORMANCE LTD,RESEARCH,2016,221071,COMPANY
LEAH BERTRAM,RESEARCH,2018,8414,COMPANY
LEAPIAN LTD,RESEARCH,2018,67375,COMPANY
LEEDS & YORK PARTNERSHIP NHS FDN TRUST,RESEARCH,2013,668736,COMPANY
LEEDS BECKETT UNIVERSITY,BUSINESS,2015,59171,UNIVERSITY
LEEDS BECKETT UNIVERSITY,BUSINESS,2016,104355,UNIVERSITY
LEEDS BECKETT UNIVERSITY,BUSINESS,2017,80207,UNIVERSITY
LEEDS BECKETT UNIVERSITY,BUSINESS,2018,85935,UNIVERSITY
LEEDS METROPOLITAN UNIVERSITY,RESEARCH,2015,301001,UNIVERSITY
LEEDS METROPOLITAN UNIVERSITY,RESEARCH,2016,342699,UNIVERSITY
LETTUS GROW LTD,RESEARCH,2018,488981,COMPANY
LEYLAND TRUCKS LIMITED,RESEARCH,2018,1976095,COMPANY
LGC LIMITED,RESEARCH,2018,186948,COMPANY
LIBERTINE FPE LIMITED,RESEARCH,2017,868678,COMPANY
LICENERGY (UK) LIMITED,RESEARCH,2018,747636,COMPANY
LIF NANO RX LTD,RESEARCH,2017,828627,COMPANY
LIG BIOWISE LIMITED,RESEARCH,2018,34270,COMPANY
LIGHTBULB ES LIMITED,RESEARCH,2018,112277,COMPANY
LIGHTPOINT MEDICAL LTD,RESEARCH,2017,965703,COMPANY
LIGHTRICITY LIMITED,RESEARCH,2018,69750,COMPANY
LILONGWE UNI OF AGRI AND NAT RESOURCES,RESEARCH,2016,36973,COMPANY
LIMBIK LIMITED,RESEARCH,2018,43437,COMPANY
LINA ENERGY LTD,RESEARCH,2018,198712,COMPANY
LIQUID BRONZE LIMITED,RESEARCH,2018,230136,COMPANY
LIQUID VISION INNOVATION LIMITED,RESEARCH,2018,74315,COMPANY
LITTLEPORT MUSHROOM FARMS LLP,RESEARCH,2017,354483,COMPANY
LITUS INDUSTRIAL LIMITED,EDUCATION,2018,37029,COMPANY
LITUS INDUSTRIAL LIMITED,RESEARCH,2018,67806,COMPANY
LIVE CINEMA LTD.,RESEARCH,2018,23817,COMPANY
LIVERPOOL HOPE UNIVERSITY,RESEARCH,2018,119531,UNIVERSITY
LIVERPOOL HOPE UNIVERSITY,RESEARCH,2018,54433,UNIVERSITY
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH,2018,323101,UNIVERSITY
LIVERPOOL JOHN MOORES UNIVERSITY,EDUCATION,2017,114140,UNIVERSITY
LIVERPOOL JOHN MOORES UNIVERSITY,EDUCATION,2018,195795,UNIVERSITY
LIVERPOOL JOHN MOORES UNIVERSITY,BUSINESS,2018,220833,UNIVERSITY
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH,2014,517676,UNIVERSITY
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH,2015,1314851,UNIVERSITY
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH,2016,350698,UNIVERSITY
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH,2017,735885,UNIVERSITY
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH,2018,3423049,UNIVERSITY
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH,2014,212601,UNIVERSITY
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH,2015,578040,UNIVERSITY
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH,2016,193392,UNIVERSITY
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH,2017,223617,UNIVERSITY
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH,2018,324208,UNIVERSITY
LIVERPOOL SCHOOL OF TROPICAL MEDICINE,EDUCATION,2017,290658,COMPANY
LIVERPOOL SCHOOL OF TROPICAL MEDICINE,RESEARCH,2014,1305346,COMPANY
LIVERPOOL SCHOOL OF TROPICAL MEDICINE,RESEARCH,2015,5518796,COMPANY
LIVERPOOL SCHOOL OF TROPICAL MEDICINE,RESEARCH,2016,1147905,COMPANY
LIVERPOOL SCHOOL OF TROPICAL MEDICINE,RESEARCH,2017,10453008,COMPANY
LIVERPOOL SCHOOL OF TROPICAL MEDICINE,RESEARCH,2018,4937268,COMPANY
LIVING WATER ECOSYSTEMS LTD.,RESEARCH,2018,569335,COMPANY
LIVING WITH LTD,RESEARCH,2018,523224,COMPANY
LLEO LIMITED,RESEARCH,2018,68501,COMPANY
LOCATE THERAPEUTICS LIMITED,RESEARCH,2017,614952,COMPANY
LOIS MEDICAL  LTD,RESEARCH,2018,165688,COMPANY
LOMBARD MEDICAL LIMITED,RESEARCH,2018,480665,COMPANY
LONDON BUSINESS SCHOOL,RESEARCH,2017,330800,COMPANY
LONDON EV COMPANY LIMITED,RESEARCH,2016,17526757,COMPANY
LONDON FOREST PRODUCTS LIMITED,RESEARCH,2017,68991,COMPANY
LONDON METROPOLITAN UNIVERSITY,RESEARCH,2018,82245,UNIVERSITY
LONDON SCH OF HYGIENE AND TROP MEDICINE,EDUCATION,2013,368319,COMPANY
LONDON SCH OF HYGIENE AND TROP MEDICINE,EDUCATION,2014,222310,COMPANY
LONDON SCH OF HYGIENE AND TROP MEDICINE,EDUCATION,2015,1684847,COMPANY
LONDON SCH OF HYGIENE AND TROP MEDICINE,EDUCATION,2016,1050465,COMPANY
LONDON SCH OF HYGIENE AND TROP MEDICINE,EDUCATION,2017,1711673,COMPANY
LONDON SCH OF HYGIENE AND TROP MEDICINE,EDUCATION,2018,2825922,COMPANY
LONDON SCH OF HYGIENE AND TROP MEDICINE,RESEARCH,2013,4916325,COMPANY
LONDON SCH OF HYGIENE AND TROP MEDICINE,RESEARCH,2014,5392998,COMPANY
LONDON SCH OF HYGIENE AND TROP MEDICINE,RESEARCH,2015,4356913,COMPANY
LONDON SCH OF HYGIENE AND TROP MEDICINE,RESEARCH,2016,14317082,COMPANY
LONDON SCH OF HYGIENE AND TROP MEDICINE,RESEARCH,2017,21414721,COMPANY
LONDON SCH OF HYGIENE AND TROP MEDICINE,RESEARCH,2018,24901416,COMPANY
LONDON SCH OF HYGIENE AND TROP MEDICINE,RESEARCH,2018,107034,COMPANY
LONDON SCHOOL OF ECONOMICS & POL SCI,EDUCATION,2014,1044886,COMPANY
LONDON SCHOOL OF ECONOMICS & POL SCI,EDUCATION,2017,35866,COMPANY
LONDON SCHOOL OF ECONOMICS & POL SCI,EDUCATION,2018,1390329,COMPANY
LONDON SCHOOL OF ECONOMICS & POL SCI,RESEARCH,2013,11050384,COMPANY
LONDON SCHOOL OF ECONOMICS & POL SCI,RESEARCH,2014,4077240,COMPANY
LONDON SCHOOL OF ECONOMICS & POL SCI,RESEARCH,2015,9082340,COMPANY
LONDON SCHOOL OF ECONOMICS & POL SCI,RESEARCH,2016,2706636,COMPANY
LONDON SCHOOL OF ECONOMICS & POL SCI,RESEARCH,2017,16574342,COMPANY
LONDON SCHOOL OF ECONOMICS & POL SCI,RESEARCH,2018,7978660,COMPANY
LONDON SCHOOL OF ECONOMICS & POL SCI,RESEARCH,2011,15316412,COMPANY
LONDON SCHOOL OF ECONOMICS & POL SCI,RESEARCH,2017,4731414,COMPANY
LONDON SOUTH BANK UNIVERSITY,BUSINESS,2017,75870,UNIVERSITY
LONDON SOUTH BANK UNIVERSITY,BUSINESS,2018,101666,UNIVERSITY
LONDON SOUTH BANK UNIVERSITY,RESEARCH,2017,713384,UNIVERSITY
LONDON SOUTH BANK UNIVERSITY,RESEARCH,2013,68648,UNIVERSITY
LONZA BIOLOGICS PLC,RESEARCH,2016,465314,COMPANY
LOOP TECHNOLOGY LIMITED,RESEARCH,2018,937565,COMPANY
LOOWATT LTD,RESEARCH,2017,268333,COMPANY
LOUGHBOROUGH COLLEGE LOUGHBOROUGH,BUSINESS,2015,10804816,COLLEGE
LOUGHBOROUGH COLLEGE LOUGHBOROUGH,BUSINESS,2015,140219,COLLEGE
LOUGHBOROUGH UNIVERSITY,EDUCATION,2013,1294482,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,EDUCATION,2014,1224535,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,EDUCATION,2017,1128306,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,EDUCATION,2018,1534914,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,BUSINESS,2015,63098,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,BUSINESS,2017,383418,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,BUSINESS,2018,406407,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,RESEARCH,2012,1547189,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,RESEARCH,2013,3407752,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,RESEARCH,2014,3803718,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,RESEARCH,2015,4729909,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,RESEARCH,2016,16281263,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,RESEARCH,2017,8859914,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,RESEARCH,2018,5302306,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,RESEARCH,2013,274592,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,RESEARCH,2014,7446944,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,RESEARCH,2015,1077567,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,RESEARCH,2016,3876064,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,RESEARCH,2017,1132625,UNIVERSITY
LOUGHBOROUGH UNIVERSITY,RESEARCH,2018,3994354,UNIVERSITY
LOW GILLERTHWAITE FIELD CENTRE,RESEARCH,2015,10000,COMPANY
LOXHAM PRECISION LIMITED,RESEARCH,2017,157590,COMPANY
LUCID GROUP LIMITED,RESEARCH,2018,726363,COMPANY
LUCIDEON LIMITED,RESEARCH,2018,365503,COMPANY
LUCIDEON LIMITED,RESEARCH,2018,54486,COMPANY
LUCIDEON LIMITED,RESEARCH,2018,152786,COMPANY
LUCITE INTERNATIONAL UK LIMITED,RESEARCH,2018,1070675,COMPANY
LUCOZADE RIBENA SUNTORY LIMITED,RESEARCH,2017,583097,COMPANY
LUCOZADE RIBENA SUNTORY LIMITED,RESEARCH,2015,450473,COMPANY
LUJAM SECURITY LTD,RESEARCH,2017,250000,COMPANY
LUMENISITY LIMITED,RESEARCH,2018,510703,COMPANY
LURTIS LIMITED,RESEARCH,2018,64353,COMPANY
LUSSTECH LIMITED,RESEARCH,2018,972982,COMPANY
LUULATECH LTD,RESEARCH,2018,70000,COMPANY
LUX-TSI LIMITED,RESEARCH,2017,608875,COMPANY
LYRA ELECTRONICS LIMITED,RESEARCH,2018,1328205,COMPANY
M-KOPA UK LIMITED,RESEARCH,2018,389865,COMPANY
M-SQUARED LASERS LIMITED,RESEARCH,2017,897938,COMPANY
M-SQUARED LASERS LIMITED,RESEARCH,2018,1137637,COMPANY
M-SQUARED LASERS LIMITED,EDUCATION,2016,255134,COMPANY
M-SQUARED LASERS LIMITED,RESEARCH,2017,140354,COMPANY
M. WRIGHT & SONS LIMITED,RESEARCH,2018,169751,COMPANY
MACDERMID AUTOTYPE LIMITED,RESEARCH,2017,234476,COMPANY
MACHINE TOOL TECHNOLOGIES LIMITED,RESEARCH,2017,783551,COMPANY
MACHINE TOOL TECHNOLOGIES LIMITED,RESEARCH,2018,77690,COMPANY
MACHINES WITH VISION LIMITED,RESEARCH,2018,544433,COMPANY
MACUSOFT LTD,RESEARCH,2017,343241,COMPANY
MAGMA GLOBAL LIMITED,RESEARCH,2015,2999905,COMPANY
MAGNA PARVA LIMITED,RESEARCH,2017,65961,COMPANY
MAGNETIC SYSTEMS TECHNOLOGY LIMITED,RESEARCH,2018,1729909,COMPANY
MAGNOMATICS LIMITED,RESEARCH,2016,1950640,COMPANY
MAGNOMATICS LIMITED,RESEARCH,2017,1218820,COMPANY
MAGNOMATICS LIMITED,EDUCATION,2016,262073,COMPANY
MAGWAY LIMITED,RESEARCH,2018,468562,COMPANY
MAHER LIMITED,RESEARCH,2017,681652,COMPANY
MAKERERE UNIVERSITY,RESEARCH,2018,202322,UNIVERSITY
MALVERN INSTRUMENTS LIMITED,RESEARCH,2017,598350,COMPANY
MANCHESTER CITY COUNCIL,RESEARCH,2016,9781984,COMPANY
MANCHESTER METROPOLITAN UNIVERSITY,RESEARCH,2018,339232,UNIVERSITY
MANCHESTER METROPOLITAN UNIVERSITY,EDUCATION,2016,248545,UNIVERSITY
MANCHESTER METROPOLITAN UNIVERSITY,EDUCATION,2018,99777,UNIVERSITY
MANCHESTER METROPOLITAN UNIVERSITY,BUSINESS,2016,301650,UNIVERSITY
MANCHESTER METROPOLITAN UNIVERSITY,BUSINESS,2017,945293,UNIVERSITY
MANCHESTER METROPOLITAN UNIVERSITY,BUSINESS,2018,1321759,UNIVERSITY
MANCHESTER METROPOLITAN UNIVERSITY,RESEARCH,2015,826915,UNIVERSITY
MANCHESTER METROPOLITAN UNIVERSITY,RESEARCH,2017,702720,UNIVERSITY
MANCHESTER METROPOLITAN UNIVERSITY,RESEARCH,2018,1830879,UNIVERSITY
MANCHESTER METROPOLITAN UNIVERSITY,RESEARCH,2018,90000,UNIVERSITY
MANROCHEM LIMITED,RESEARCH,2018,1006479,COMPANY
MAP IP HOLDING LIMITED,RESEARCH,2018,342672,COMPANY
MAPMYHEALTH LIMITED,RESEARCH,2018,24909,COMPANY
MARINE BIOLOGICAL ASSOCIATION,EDUCATION,2014,501935,COMPANY
MARINE BIOLOGICAL ASSOCIATION,RESEARCH,2015,1048926,COMPANY
MARINE BIOLOGICAL ASSOCIATION,RESEARCH,2016,565811,COMPANY
MARINE BIOLOGICAL ASSOCIATION,RESEARCH,2017,272436,COMPANY
MARINE BIOLOGICAL ASSOCIATION,RESEARCH,2018,815847,COMPANY
MARINE HARVEST (SCOTLAND) LIMITED,RESEARCH,2014,770399,COMPANY
MARITIME AND COASTGUARD AGENCY,RESEARCH,2018,1000028,COMPANY
MARLOW FOODS LIMITED,RESEARCH,2015,355611,COMPANY
MARLOW FOODS LIMITED,RESEARCH,2016,265639,COMPANY
MARLOW FOODS LIMITED,RESEARCH,2017,313700,COMPANY
MARMELO LIMITED,RESEARCH,2018,43541,COMPANY
MARS CHOCOLATE UK LIMITED,RESEARCH,2014,369990,COMPANY
MARTEC OF WHITWELL LIMITED,RESEARCH,2018,454819,COMPANY
MASSTOCK ARABLE (UK) LIMITED,RESEARCH,2014,209422,COMPANY
MATERIALS PROCESSING INSTITUTE,RESEARCH,2018,358094,COMPANY
MATIVISION LIMITED,RESEARCH,2018,41374,COMPANY
MATORTHO LIMITED,RESEARCH,2016,615709,COMPANY
MATRIX MOULDING SYSTEMS LTD,RESEARCH,2017,445782,COMPANY
MATSURF LTD,RESEARCH,2017,316698,COMPANY
MATTER ARCHITECTURE LTD,RESEARCH,2018,76201,COMPANY
MCLAREN AUTOMOTIVE LIMITED,RESEARCH,2016,14036797,COMPANY
MCLAREN AUTOMOTIVE LIMITED,RESEARCH,2018,1377565,COMPANY
MCMASTER UNIVERSITY,RESEARCH,2016,3039499,UNIVERSITY
MCT REMAN LIMITED,RESEARCH,2017,71968,COMPANY
MEANTIME INFORMATION TECHNOLOGIES LTD,RESEARCH,2018,233021,COMPANY
MEDAPHOR LIMITED,RESEARCH,2018,465943,COMPANY
MEDHERANT LIMITED,RESEARCH,2018,53626,COMPANY
MEDIA RESEARCH PARTNERS LIMITED,RESEARCH,2018,276085,COMPANY
MEDIAGAMMA LIMITED,RESEARCH,2018,158423,COMPANY
MEDIBORD LIMITED,RESEARCH,2017,117619,COMPANY
MEDICAL DATA SOLUTIONS AND SERVICES LTD,RESEARCH,2018,680770,COMPANY
MEDICAL WIRELESS SENSING LTD,RESEARCH,2017,1600264,COMPANY
MEDICAL WIRELESS SENSING LTD,RESEARCH,2018,705131,COMPANY
MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY,RESEARCH,2018,740442,COMPANY
MEDICINES DISCOVERY CATAPULT LIMITED,RESEARCH,2016,22176222,COMPANY
MEDICINES DISCOVERY CATAPULT LIMITED,RESEARCH,2018,55491000,COMPANY
MEGGITT AEROSPACE LIMITED,BUSINESS,2015,2494848,COMPANY
MEGGITT AEROSPACE LIMITED,BUSINESS,2017,3729357,COMPANY
MEGGITT AEROSPACE LIMITED,RESEARCH,2016,561993,COMPANY
MEMBRANOLOGY LIMITED,RESEARCH,2016,435258,COMPANY
MENDELIAN LTD,RESEARCH,2018,533878,COMPANY
MENISCUS SYSTEMS LTD.,RESEARCH,2018,106910,COMPANY
MESH-NET LTD,RESEARCH,2018,97201,COMPANY
MET OFFICE,RESEARCH,2015,2246952,COMPANY
MET OFFICE,RESEARCH,2016,338647,COMPANY
METAIL LIMITED,RESEARCH,2018,103479,COMPANY
METHERA GLOBAL COMMUNICATIONS LIMITED,RESEARCH,2017,704207,COMPANY
METIS AEROSPACE LTD,RESEARCH,2017,231926,COMPANY
METRION BIOSCIENCES LTD,RESEARCH,2018,585927,COMPANY
METROSOL LIMITED,RESEARCH,2017,237297,COMPANY
MEYOUANDUS LTD,BUSINESS,2018,343000,COMPANY
MFATECH LIMITED,RESEARCH,2016,86911,COMPANY
MGB BIOPHARMA LIMITED,RESEARCH,2018,2780761,COMPANY
MIALGAE LTD,RESEARCH,2018,69766,COMPANY
MICREGEN LTD,RESEARCH,2018,373680,COMPANY
MICRIMA LIMITED,RESEARCH,2017,626996,COMPANY
MICRIMA LIMITED,RESEARCH,2018,1683924,COMPANY
MICRO MATERIALS LIMITED,RESEARCH,2018,250386,COMPANY
MICROBIOSENSOR LIMITED,RESEARCH,2017,688316,COMPANY
MICROMIX PLANT HEALTH LIMITED,RESEARCH,2018,580906,COMPANY
MICROPHARM LIMITED,RESEARCH,2017,451323,COMPANY
MICROPORTS.NET LIMITED,RESEARCH,2017,645145,COMPANY
MICROPROPAGATION SERVICES (E.M.) LIMITED,RESEARCH,2018,145839,COMPANY
MICROSEMI SEMICONDUCTOR LIMITED,RESEARCH,2016,793574,COMPANY
MIDDLESEX UNIVERSITY,BUSINESS,2015,107276,UNIVERSITY
MIDDLESEX UNIVERSITY,RESEARCH,2015,26412,UNIVERSITY
MIDDLESEX UNIVERSITY,RESEARCH,2016,199601,UNIVERSITY
MIDDLESEX UNIVERSITY,RESEARCH,2017,456453,UNIVERSITY
MIDDLESEX UNIVERSITY,RESEARCH,2018,452141,UNIVERSITY
MIKOTA LTD,RESEARCH,2018,102241,COMPANY
MILKALYSER LIMITED,RESEARCH,2017,508292,COMPANY
MILLBROOK PROVING GROUND LIMITED,RESEARCH,2018,6942794,COMPANY
MILNE RESEARCH LIMITED,RESEARCH,2017,582000,COMPANY
MIMITEC LTD,RESEARCH,2018,37915,COMPANY
MINA ALPHA LIMITED,RESEARCH,2017,392456,COMPANY
MIOTIFY LTD,RESEARCH,2017,555071,COMPANY
MIRA REHAB LIMITED,RESEARCH,2016,821707,COMPANY
MIRALIS DATA LIMITED,RESEARCH,2018,116707,COMPANY
MIRICO LTD.,EDUCATION,2017,272872,COMPANY
MIRONID LIMITED,RESEARCH,2018,135066,COMPANY
MIRRIAD ADVERTISING PLC,EDUCATION,2017,297640,COMPANY
MIXERGY LIMITED,RESEARCH,2018,104057,COMPANY
MM (UK) LIMITED,RESEARCH,2017,370322,COMPANY
MMT TEXTILES LIMITED,RESEARCH,2018,58704,COMPANY
MO DESIGN & ENGINEERING LTD,RESEARCH,2018,69823,COMPANY
MOBIBIZ LTD,RESEARCH,2018,1051617,COMPANY
MODAL LIMITED,RESEARCH,2018,69749,COMPANY
MODELLING ENGINEERING & DEVELOPMENT COMPANY LIMITED,RESEARCH,2017,60247,COMPANY
