,LeadROName,Department,ProjectCategory,AwardPounds,Region,year
6125,King's College London,Unlisted,Research Grant,740517.0,London,2014
6126,University of Manchester,Chemistry,Research Grant,437939.0,North West,2018
6127,King's College London,Health and Social Care Research,Fellowship,330011.0,London,2016
6128,University of Strathclyde,Inst of Pharmacy and Biomedical Sci,Fellowship,300445.0,Scotland,2018
6129,University of Portsmouth,Institute of Criminal Justice Studies,Research Grant,299354.0,South East,2016
6130,Heriot-Watt University,S of Mathematical and Computer Sciences,Research Grant,42692.0,Scotland,2017
6131,University of Glasgow,School of Physics and Astronomy,Research Grant,712896.0,Scotland,2017
6132,University of Aberdeen,Inst of Biological and Environmental Sci,Research Grant,537939.0,Scotland,2015
6133,Cip Technology Ltd,,Collaborative R&D,244061.0,Unknown,2018
6134,University of Strathclyde,Civil and Environmental Engineering,Research Grant,538568.0,Scotland,2018
6135,University of Sheffield,Chemistry,Research Grant,346380.0,Yorkshire and The Humber,2017
6136,University of Nottingham,Research and Graduate Services,Training Grant,2561634.0,East Midlands,2014
6137,University of Sheffield,Animal and Plant Sciences,Research Grant,482280.0,Yorkshire and The Humber,2018
6138,University of Bristol,Oral and Dental Science,Fellowship,189853.0,South West,2015
6139,University of Cambridge,Physics,Other Grant,318762.0,East of England,2016
6140,Lancaster University,Computing & Communications,Training Grant,139048.0,North West,2014
6141,University College London,History,Research Grant,200871.0,London,2018
6142,University of Bristol,Geographical Sciences,Research Grant,387179.0,South West,2018
6143,Cardiff University,Chemistry,Research Grant,874075.0,Wales,2016
6144,The Victoria University of Manchester,,Knowledge Transfer Partnership,151778.0,North West,2018
6145,University of Kent,Kent Law School,Research Grant,510524.0,South East,2016
6146,University of Oxford,Education,Research Grant,481346.0,South East,2016
6147,University of Exeter,Engineering Computer Science and Maths,Research Grant,79312.0,South West,2017
6148,University of Kent,Sch of Computing,Research Grant,728766.0,South East,2016
6149,University of Bristol,Earth Sciences,Research Grant,428481.0,South West,2017
6150,University of Glasgow,School of Social & Political Sciences,Research Grant,3470629.0,Scotland,2014
6151,University of Oxford,Sir William Dunn Sch of Pathology,Research Grant,468091.0,South East,2018
6152,Antitope Limited,,EU-Funded,144966.0,East of England,2016
6153,"Queen Mary, University of London",Blizard Institute of Cell and Molecular,Fellowship,116229.0,London,2018
6154,King's College London,Cancer Studies,Research Grant,360915.0,London,2016
6155,University of Sheffield,Animal and Plant Sciences,Research Grant,89907.0,Yorkshire and The Humber,2016
6156,University of Essex,Registry,Training Grant,152584.0,East of England,2018
6157,Johnson Matthey Plc,,Collaborative R&D,672337.0,London,2016
6158,Delta Motorsport Limited,,Collaborative R&D,3109864.0,South East,2018
6159,University of Cambridge,Public Health and Primary Care,Research Grant,202210.0,East of England,2017
6160,University of Edinburgh,Royal (Dick) School of Veterinary Scienc,Research Grant,117818.0,Scotland,2018
6161,University of London,School of Advanced Study,Research Grant,700240.0,London,2016
6162,Agrimetrics Limited,,Collaborative R&D,11780000.0,West Midlands,2015
6163,University of Edinburgh,Sch of Biological Sciences,Research Grant,641701.0,Scotland,2018
6164,EMBL - European Bioinformatics Institute,Protein Data Bank in Europe,Research Grant,30564.0,East of England,2017
6165,University of Leeds,School of Food Science and Nutrition,Training Grant,99034.0,Yorkshire and The Humber,2018
6166,University of Liverpool,Politics,Research Grant,49348.0,North West,2017
6167,Aston University,Sch of Engineering and Applied Science,Research Grant,916352.0,West Midlands,2017
6168,University of Exeter,Research Grant Administration,Training Grant,980980.0,South West,2015
6169,British Texel Sheep Society Limited (The),,Collaborative R&D,532364.0,Scotland,2017
6170,University of Birmingham,School of Mathematics,Research Grant,101183.0,West Midlands,2017
6171,Institute of Cancer Research,Division of Radiotherapy and Imaging,Research Grant,675859.0,London,2016
6172,University of Edinburgh,Sch of Biological Sciences,Research Grant,708019.0,Scotland,2018
6173,University of York,Social Policy Social Work,Fellowship,83483.0,Yorkshire and The Humber,2018
6174,University of Southampton,School of Physics and Astronomy,Training Grant,423552.0,South East,2015
6175,London Sch of Hygiene and Trop Medicine,Infectious and Tropical Diseases,Research Grant,358819.0,London,2018
6176,University of Glasgow,School of Critical Studies,Research Grant,35896.0,Scotland,2018
6177,King's College London,Informatics,Research Grant,557683.0,London,2017
6178,University of Manchester,School of Medical Sciences,Training Grant,96696.0,North West,2016
6179,King's College London,King's Policy Institutes,Research Grant,446582.0,London,2014
6180,University of Edinburgh,,Knowledge Transfer Partnership,102206.0,Scotland,2018
6181,University of Cambridge,Oncology,Research Grant,875070.0,East of England,2018
6182,Sheffield Hallam University,Sheffield Business School,Research Grant,20442.0,Yorkshire and The Humber,2018
6183,University of Sussex,Sch of Engineering and Informatics,Research Grant,365862.0,South East,2018
6184,Manchester Metropolitan University,"Sch of Computing, Maths and Digital Tech",Research Grant,160618.0,North West,2018
6185,University of Essex,Inst for Social and Economic Research,Research Grant,30161955.0,East of England,2016
6186,University of Nottingham,Sch of Chemistry,Training Grant,5284345.0,East Midlands,2014
6187,University of Leeds,Chemical and Process Engineering,Research Grant,196879.0,Yorkshire and The Humber,2018
6188,University of Kent,Sch of Biosciences,Research Grant,171348.0,South East,2016
6189,University of Glasgow,School of Physics and Astronomy,Research Grant,460918.0,Scotland,2015
6190,University of York,Computer Science,Research Grant,507656.0,Yorkshire and The Humber,2018
6191,Jaguar Land Rover Limited,,Collaborative R&D,2111886.0,West Midlands,2016
6192,Brunel University,Mathematics,Research Grant,381453.0,London,2016
6193,University of Hertfordshire,"School of Physics, Astronomy and Maths",Research Grant,730594.0,East of England,2016
6194,University of Warwick,Physics,Research Grant,88681.0,West Midlands,2018
6195,Autocraft Drivetrain Solutions Limited,,Feasibility Studies,58756.0,East Midlands,2017
6196,University of Stirling,Biological and Environmental Sciences,Research Grant,100865.0,Scotland,2017
6197,London Sch of Hygiene and Trop Medicine,Public Health and Policy,Research Grant,1326896.0,London,2017
6198,University of East Anglia,Norwich Medical School,Research Grant,1030549.0,East of England,2011
6199,Perkins Engines Company Limited,,Collaborative R&D,2572922.0,East of England,2015
6200,Washington University in St Louis,George Warren Brown Sch of Social Work,Research Grant,713698.0,Outside UK,2018
6201,University of Sheffield,Infection Immunity & Cardiovasc Disease,Research Grant,7489546.0,Yorkshire and The Humber,2015
6202,University College London,Bartlett Sch of Architecture,Research Grant,4000601.0,London,2015
6203,University of Exeter,English,Research Grant,159768.0,South West,2018
6204,University of Manchester,Mechanical Aerospace and Civil Eng,Fellowship,1024548.0,North West,2014
6205,Manchester Metropolitan University,School of Art,Research Grant,468095.0,North West,2017
6206,King's College London,Physics,Fellowship,392604.0,London,2017
6207,University of Sheffield,Urban Studies and Planning,Fellowship,87926.0,Yorkshire and The Humber,2018
6208,Heriot-Watt University,Sch of Engineering and Physical Science,Research Grant,5571750.0,Scotland,2013
6209,University of Cambridge,Pathology,Research Grant,630473.0,East of England,2016
6210,University of Nottingham,School of Medicine,Training Grant,90000.0,East Midlands,2017
6211,University of Oxford,Geography - SoGE,Research Grant,626053.0,South East,2015
6212,Queen's University of Belfast,Sch of Pharmacy,Research Grant,350167.0,Northern Ireland,2016
6213,University College London,Computer Science,Research Grant,1330514.0,London,2017
6214,Gwe Business West Ltd,,CRD,81000.0,South West,2018
6215,University of Cambridge,Plant Sciences,Research Grant,402425.0,East of England,2018
6216,Uniklasers Ltd.,,Collaborative R&D,418042.0,Scotland,2017
6217,University of Cambridge,Chemistry,Research Grant,649082.0,East of England,2018
6218,University of Nottingham,School of Life Sciences,Research Grant,405552.0,East Midlands,2016
6219,London Sch of Hygiene and Trop Medicine,Epidemiology and Population Health,Fellowship,249258.0,London,2017
6220,Sun Chemical Limited,,EU-Funded,165217.0,East Midlands,2018
6221,University College London,Social Science,Research Grant,132582.0,London,2018
6222,"Queen Mary, University of London",Sch of Mathematical Sciences,Research Grant,497381.0,London,2016
6223,University of Strathclyde,Civil and Environmental Engineering,Research Grant,202033.0,Scotland,2017
6224,Cardiff University,Computer Science,Research Grant,1467376.0,Wales,2018
6225,Loughborough University,Chemical Engineering,Research Grant,65019.0,East Midlands,2018
6226,Cardiff University,School of Physics and Astronomy,Research Grant,73918.0,Wales,2018
6227,The Wellcome Trust  Sanger Institute,Cellular Genetics,Research Grant,364577.0,East of England,2018
6228,University College London,Medicine,Fellowship,237491.0,London,2017
6229,University of Liverpool,Institute of Psychology Health & Society,Research Grant,157653.0,North West,2017
6230,Lancaster University,Accounting & Finance,Research Grant,424390.0,North West,2017
6231,University of Strathclyde,Biomedical Engineering,Research Grant,343882.0,Scotland,2018
6232,Newcastle University,Institute of Genetic Medicine,Research Grant,855752.0,North East,2016
6233,University College London,Physics and Astronomy,Research Grant,49892.0,London,2018
6234,Imperial College London,Dept of Physics,Research Grant,1200700.0,London,2016
6235,University of Oxford,Engineering Science,Fellowship,986849.0,South East,2017
6236,Emergex Vaccines Holding Limited,,Feasibility Studies,970402.0,South East,2018
6237,University of the Andes - Colombia,Economics,Research Grant,275573.0,Outside UK,2017
6238,Knowledge Transfer Network,,CRD,70000.0,South West,2018
6239,Open University,"Faculty of Sci, Tech, Eng & Maths (STEM)",Fellowship,404876.0,South East,2014
6240,Unilever U.K. Central Resources Limited,,Collaborative R&D,292516.0,East of England,2017
6241,University College London,Institute of Neurology,Fellowship,221467.0,London,2018
6242,University of Portsmouth,Institute of Cosmology and Gravitation,Research Grant,36687.0,South East,2015
6243,University of Kent,Sch of Physical Sciences,Training Grant,75332.0,South East,2018
6244,City Science Corporation Limited,,Collaborative R&D,700866.0,Unknown,2018
6245,Nestle UK Ltd.,,Collaborative R&D,497253.0,South East,2015
6246,University College London,Earth Sciences,Fellowship,711084.0,London,2017
6247,University College London,Physics and Astronomy,Fellowship,511341.0,London,2018
6248,Cardiff University,School of Biosciences,Training Grant,98212.0,Wales,2017
6249,University of Liverpool,Geography and Planning,Research Grant,83881.0,North West,2018
6250,"Queen Mary, University of London",Barts Cancer Institute,Fellowship,290233.0,London,2018
6251,University of Sussex,Brighton and Sussex Medical School,Research Grant,164470.0,South East,2018
6252,ADS Group Limited,,BIS-Funded Programmes,8000000.0,London,2017
6253,University of Oxford,Oxford Chemistry,Research Grant,644536.0,South East,2018
6254,Scottish Association For Marine Science,Scottish Association For Marine Science,Research Grant,336022.0,Scotland,2018
6255,Loughborough University,Loughborough University in London,Research Grant,408373.0,East Midlands,2017
6256,Be More Digital Limited,,CRD,46876.0,London,2018
6257,King's College London,Social Genetic and Dev Psychiatry Centre,Research Grant,1571952.0,London,2015
6258,"Queen Mary, University of London",Physics,Research Grant,2651580.0,London,2015
6259,University of Surrey,Computing Science,Research Grant,614484.0,South East,2017
6260,University of Manchester,Physics and Astronomy,Research Grant,370012.0,North West,2017
6261,University of East Anglia,Norwich Medical School,Research Grant,30488.0,East of England,2016
6262,Imperial College London,Civil & Environmental Engineering,Research Grant,10426.0,London,2018
6263,University of Cambridge,English and Applied Linguistics,Fellowship,971954.0,East of England,2015
6264,The Victoria University of Manchester,,Knowledge Transfer Partnership,153468.0,North West,2018
